referenceID,longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool,og_row_number
vbe32210,4.4402052,50.8511516,Rent,1600,Appartment,Flat,43157,1200,2015.0,Normal,92.0,2.0,2.0,True,27.0,False,Immediately,Brussels,Rue de l'Athénée Royal,89.0,,,,100.0,,,590
vbe32205,4.4329851,50.8381484,Rent,2900,House,House,43157,1150,1965.0,Excellent,230.0,4.0,2.0,False,,False,,Brussels,,,1.0,200.0,,100.0,,,592
vbe32173,4.3333333,50.8,Rent,1750,Appartment,Flat,38566,1180,,Normal,165.0,3.0,2.0,True,,False,,Brussels,,,,,19024.0,,True,,593
vbe32206,4.3402184,50.8301436,Rent,1670,Appartment,Flat,43157,1060,1876.0,Normal,135.0,2.0,1.0,False,9.0,True,,Brussels,,,,,162705.0,120.0,,,594
vbe32189,4.3766927,50.8235717,Rent,7500,House,House,43065,1050,,Excellent,604.0,5.0,,,,,From 31/07/2026,Brussels,,,,,,,,,595
vbe32382,4.4329851,50.8381484,Rent,1995,Appartment,Flat,29033,1150,1967.0,Excellent,150.0,3.0,2.0,True,60.0,False,Immediately,Brussels,,,,,,,,,596
vbe32134,4.3063873,50.8407542,Rent,1000,Appartment,Flat,38611,1070,,Normal,80.0,2.0,1.0,True,,,,Brussels,rue démosthène,185.0,1.0,,25713.0,,,,597
vbe32192,4.3333333,50.8,Rent,4200,House,House,33267,1180,1935.0,Excellent,396.0,6.0,2.0,,,,From 14/08/2026,Brussels,,,,300.0,,,,,599
vbe32114,4.3402184,50.8301436,Rent,1100,Appartment,Flat,39265,1060,,Fully renovated,90.0,1.0,1.0,True,,False,Immediately,Brussels,,,,,,,,,600
vbe32208,4.4107544,50.8346866,Rent,2100,Appartment,Flat,43157,1150,2007.0,Excellent,110.0,3.0,2.0,True,6.0,False,,Brussels,Rue Maurice Liétart,16.0,,,12423.0,,,,601
rbw02203,4.3471153,50.8462619,Rent,1400,Appartment,Flat,49251,1000,,,30.0,,,,,,,Brussels,Boulevard Anspach Brussels,,,,,,False,,602
vbe32012,4.342408,50.8485549,Rent,1450,Appartment,Flat,44760,1000,1882.0,Excellent,101.0,2.0,1.0,False,15.0,False,,Brussels,Rue des Fabriques,5.0,,,,,,,603
rwc42636,4.3742058,50.8460391,Rent,7037,Appartment,Flat,48967,1000,,Excellent,62.0,1.0,1.0,True,,True,From 31/08/2026,Brussels,Rue de Spa,14.0,,,,,,,605
vbe32084,4.346871,50.854176,Rent,1250,Appartment,GroundFloor,46612,1000,,Fully renovated,29.0,1.0,,,,True,,Brussels,"Quai à la Houille,",10.0,,,,,,,606
rwc42633,4.3608461,50.828417,Rent,7976,Appartment,Flat,48967,1000,,Excellent,80.0,2.0,2.0,True,,True,From 10/10/2026,Brussels,Rue Defacqz,22.0,,,,,,,607
rwc42634,4.3615283,50.827294,Rent,9034,Appartment,Flat,48967,1050,,Excellent,80.0,2.0,2.0,True,,True,From 22/10/2026,Brussels,Rue de Livourne,97.0,,,,,,,608
vbe32073,4.346871,50.854176,Rent,1785,Appartment,GroundFloor,46612,1000,,Fully renovated,64.0,1.0,,,,True,,Brussels,"Quai à la Houille,",10.0,,,,,,,610
rbw02207,4.3471153,50.8462619,Rent,1850,Appartment,Flat,49251,1000,,,45.0,,,,,,,Brussels,Boulevard Anspach Brussels,,,,,,False,,611
vbe20996,4.3828598,50.8490692,Rent,3200,Appartment,Triplex,33417,1000,,Excellent,190.0,3.0,3.0,,,False,,Brussels,Rue de Gravelines,71.0,,,,90.0,,False,612
rwc42635,4.3615283,50.827294,Rent,9388,Appartment,Flat,48967,1050,,Excellent,80.0,2.0,2.0,True,,True,From 15/07/2026,Brussels,Rue de Livourne,97.0,,,,,,,613
vwd17740,4.3884249,50.804518,Rent,1490,Appartment,Flat,39111,1050,,Normal,100.0,3.0,1.0,,,,,Brussels,AVENUE DU DERBY,31.0,,,,,,,614
vbe32036,4.3598262,50.8395485,Rent,1650,Appartment,GroundFloor,40389,1000,,Normal,140.0,2.0,2.0,True,,False,,Brussels,Rue du Pépin,26.0,,,,,,,615
rwc42542,4.3471979,50.8401418,Rent,8413,Appartment,Flat,48967,1000,,Excellent,98.0,3.0,3.0,True,,True,From 18/05/2026,Brussels,Rue du Miroir,7.0,,,,,,,616
rwc42637,4.3742058,50.8460391,Rent,4810,Appartment,Flat,48967,1000,,Excellent,55.0,1.0,1.0,True,,True,From 14/09/2026,Brussels,Rue de Spa,14.0,,,,,,,617
vbe32077,4.346871,50.854176,Rent,1302,Appartment,GroundFloor,46612,1000,,Fully renovated,30.0,1.0,,,,True,,Brussels,"Quai à la Houille,",10.0,,,,,,,618
vbe27629,4.377168,50.84568,Rent,1700,Appartment,Flat,43099,1000,1910.0,Normal,90.0,1.0,1.0,False,18.0,True,,Brussels,Rue Stevin,46.0,,,,,,,620
vbe32076,4.346871,50.854176,Rent,1355,Appartment,GroundFloor,46612,1000,,Fully renovated,34.0,1.0,,,,True,,Brussels,"Quai à la Houille,",10.0,,,,,,,621
vbe11098,4.3640004,50.8365339,Rent,900,Appartment,Flat,28997,1050,2030.0,Excellent,50.0,1.0,1.0,False,,False,,Brussels,Rue Francart,13.0,,,11750.0,,,False,622
vbe25274,4.3704657,50.8537715,Rent,895,Appartment,Flat,29033,1210,1968.0,Fully renovated,35.0,1.0,1.0,False,,False,Immediately,Brussels,,,,,,,,False,623
vbe31185,4.41361,50.83595,Rent,3000,Appartment,Flat,33267,1150,2024.0,New,155.0,3.0,1.0,True,25.0,,From 30/06/2026,Brussels,AVENUE DE TERVUEREN,251.0,1.0,,,,,,624
vbe26695,4.4293434,50.8211945,Rent,1550,Appartment,Flat,43157,1160,1965.0,Excellent,105.0,2.0,1.0,True,10.0,False,Immediately,Brussels,Avenue des Nénuphars,19.0,,,,,,False,625
vbe28023,4.3501714,50.8291899,Rent,1700,Appartment,Duplex,47446,1060,,Excellent,110.0,2.0,1.0,,8.0,,,Brussels,Rue de la Victoire,122.0,,,,,,,626
vbe21159,4.4422023,50.8528019,Rent,1110,Appartment,Flat,46472,1200,,,,1.0,,,,True,From 17/06/2026,Brussels,Rue Neerveld Sint-Lambrechts-Woluwe,,,,,,,,628
vbe29380,4.3409043,50.8115514,Rent,1040,Appartment,Flat,46590,1180,1975.0,Normal,65.0,1.0,1.0,False,,True,,Brussels,Rue des Cottages,45.0,,,13583.0,,,,630
vbe27049,4.3881294,50.8148234,Rent,2050,Appartment,Duplex,46669,1050,2026.0,New,111.0,3.0,2.0,False,8.0,False,Immediately,Brussels,Avenue Général Médecin Derache,92.0,,,,,,False,632
vbe24436,4.3527378,50.8522184,Rent,1100,Appartment,GroundFloor,40493,1000,,,67.0,1.0,1.0,True,70.0,False,,Brussels,Rue des Hirondelles,17.0,,,,,,,634
vbe21025,4.4367001,50.8417348,Rent,2000,Appartment,Flat,27466,1200,2020.0,Excellent,124.0,3.0,2.0,True,35.0,False,,Brussels,Boulevard de la Woluwe,60.0,,,5734.0,,True,False,635
vbe25636,4.3355078,50.8689361,Rent,1100,Appartment,Flat,40213,1090,2018.0,New,84.0,2.0,1.0,False,4.0,False,From 21/10/2024,Brussels,Avenue Charles Woeste,296.0,,,,,,,636
vbe30869,4.3766927,50.8235717,Rent,1700,Appartment,Flat,39905,1050,1910.0,Excellent,110.0,2.0,2.0,True,6.0,False,Immediately,Brussels,,,,,19902.0,,,,639
vbe13584,4.3612132,50.832722,Rent,1150,Appartment,Flat,27452,1050,,,65.0,1.0,1.0,,,,From 15/06/2026,Brussels,Rue Isidore Verheyden,9.0,,,,,,,641
vbe16316,4.3355078,50.8689361,Rent,790,Appartment,FlatStudio,40213,1090,2018.0,Normal,40.0,,1.0,False,,False,From 08/10/2024,Brussels,Avenue Charles Woeste,296.0,,,,,,,642
vbe30085,4.3766927,50.8235717,Rent,2300,Appartment,Flat,28383,1050,,,,2.0,1.0,False,,,From 01/08/2026,Brussels,,,,,,,,,643
vbe10250,4.3515499,50.8427501,Rent,1450,Appartment,GroundFloor,27209,1000,1933.0,Excellent,74.0,1.0,1.0,True,,False,Immediately,Brussels,,,,,,,,False,644
vbd78299,4.3632406,50.8371547,Rent,1350,Appartment,Flat,46472,1050,,,,,,,,True,From 16/06/2026,Brussels,Chaussée de Wavre Elsene,,,,,,False,,645
vbe31972,4.3658093,50.8314876,Rent,1590,Appartment,Duplex,42479,1050,1923.0,Excellent,120.0,1.0,1.0,False,50.0,True,,Brussels,Rue de la Croix,29.0,,,82692.0,,,,646
rbw13274,4.3333333,50.8,Rent,1250,Appartment,Flat,48985,1180,,Excellent,78.0,1.0,1.0,,,,From 30/06/2026,Brussels,,,,,,,,,647
vbe29565,4.3333333,50.8,Rent,3200,House,House,43157,1180,,Normal,204.0,3.0,3.0,False,90.0,False,,Brussels,,,1.0,227.0,55529.0,27.0,,,648
vbe26685,4.3018031,50.8448801,Rent,3500,House,House,46472,1070,,,,,,,,True,From 13/07/2026,Brussels,Rue Romanie Van Dyck Anderlecht,,,230.0,,,False,,649
vbd87670,4.3465317,50.8569283,Rent,1360,Appartment,Flat,46472,1000,,,,,,,,True,From 01/08/2026,Brussels,Boulevard de Dixmude Brussels,,,,,,False,,650
vbe15453,4.3589075,50.8516301,Rent,1180,Appartment,Flat,40493,1000,,Normal,76.0,1.0,1.0,False,10.0,False,,Brussels,Rue du Marais,66.0,,,,,,,651
vbe30202,4.399615,50.874464,Rent,1150,Appartment,Flat,28156,1140,,,115.0,3.0,1.0,,2.0,,From 01/07/2026,Brussels,,,1.0,,,,,,652
vbe24661,4.3616721,50.8098091,Rent,1750,Appartment,Flat,42363,1180,,Normal,100.0,3.0,2.0,True,,False,Immediately,Brussels,Avenue Montjoie,145.0,,,,,,,653
vbe21660,4.3693282,50.8312917,Rent,790,Appartment,Flat,28997,1050,1950.0,Excellent,29.0,1.0,1.0,False,,False,Immediately,Brussels,Maes,14.0,,,,,,False,654
vbe31092,4.4705813,50.8385089,Rent,2980,House,House,42479,1150,1986.0,Fully renovated,207.0,5.0,2.0,False,20.0,False,,Brussels,Clos de l'Argiliere,10.0,,600.0,53674.0,450.0,,,655
vbe22280,4.3328679,50.8265994,Rent,1050,Appartment,Flat,46472,1190,,,,,,,,True,From 17/06/2026,Brussels,Rue du Croissant Vorst,,,,,,False,,656
vbe27233,4.363986,50.8322415,Rent,1600,Appartment,Flat,46472,1050,,,,,,,,True,From 03/07/2026,Brussels,Rue de l'Arbre Bénit Elsene,,,,,,False,,657
vbe30148,4.4023652,50.8400229,Rent,1350,Appartment,Penthouse,48162,1040,1961.0,Excellent,62.0,1.0,1.0,True,10.0,True,,Brussels,rue des Ménapiens,31.0,,,16959.0,,,,658
vbe30944,4.3330787,50.7842296,Rent,1325,Appartment,Flat,42479,1180,2019.0,New,93.0,2.0,1.0,True,10.0,False,,Brussels,Rue des Bigarreaux,11.0,,,4412.0,,True,,659
vbe01617,4.3355078,50.8689361,Rent,790,Appartment,FlatStudio,40213,1090,2018.0,Excellent,39.0,,1.0,False,2.0,False,From 20/09/2024,Brussels,Avenue Charles Woeste,296.0,,,,,,,661
vbe29283,4.4072811,50.8173926,Rent,1150,Appartment,Flat,44165,1160,2005.0,Normal,70.0,1.0,1.0,True,,False,Immediately,Brussels,Avenue Ginette Javaux,26.0,,,,,False,,662
vbe28959,4.3644432,50.8932039,Rent,1000,Appartment,Flat,46371,1020,1937.0,Fully renovated,56.0,1.0,,False,22.0,False,Immediately,Brussels,Avenue des Croix du Feu,203.0,,,,,,,663
vbe26277,4.34134,50.82944,Rent,950,Appartment,Flat,47312,1060,,Normal,48.0,1.0,1.0,,,,Immediately,Brussels,RUE DETHY,48.0,,,,,,,664
rbv89326,4.3402184,50.8301436,Rent,2100,Appartment,Flat,48985,1060,2000.0,,146.0,2.0,2.0,True,,,Immediately,Brussels,,,,,,,,,665
rbw02834,4.37253,50.81865,Rent,2500,House,House,48985,1050,2011.0,,120.0,1.0,1.0,,,True,From 26/08/2026,Brussels,ALLÉE DU CLOÎTRE,31.0,1.0,,,,,,666
vbe24097,4.409693,50.8122254,Rent,1200,Appartment,Flat,40587,1170,1979.0,Normal,86.0,2.0,1.0,,9.0,False,Immediately,Brussels,Rue des Pecheries,79.0,,,,,,,667
vbe27535,4.4677306,50.8400327,Rent,1450,Appartment,Flat,42479,1150,2008.0,Fully renovated,140.0,2.0,2.0,True,,False,,Brussels,Rue d'Argile,25.0,,,3956.0,,,False,668
rbw02833,4.37253,50.81865,Rent,2500,House,House,48985,1000,2011.0,,120.0,1.0,1.0,,,True,From 26/08/2026,Brussels,ALLÉE DU CLOÎTRE,31.0,1.0,,,,,,669
vbe24773,4.423892,50.842365,Rent,975,Appartment,Flat,28383,1200,,Excellent,61.0,1.0,1.0,False,,,,Brussels,,,,,,,,,670
vbe29208,4.3509396,50.8548904,Rent,900,Appartment,FlatStudio,44165,1000,2019.0,Normal,37.0,0.0,,True,,,Immediately,Brussels,Rue du Canal,29.0,,,,,,,671
vbe25978,4.3766927,50.8235717,Rent,1500,Appartment,Flat,28383,1050,1890.0,Excellent,100.0,2.0,,False,,,,Brussels,,,,,,22.0,,,672
vbe28912,4.3473177,50.8547054,Rent,1000,Appartment,Flat,39656,1000,,Excellent,55.0,1.0,1.0,False,,True,,Brussels,Rue du Canal,99.0,,,,,,,673
vbe28353,4.3941794,50.8756915,Rent,1100,Appartment,Flat,39656,1140,1960.0,Normal,68.0,1.0,1.0,False,2.0,False,,Brussels,Rue Willebrord Van Perck,2.0,,,22357.0,,,False,674
vbe21318,4.37727,50.86744,Rent,870,Appartment,Flat,40310,1030,1930.0,,60.0,1.0,,False,,False,From 01/08/2026,Brussels,,,,,,,,,675
vbe28960,4.4239947,50.8387814,Rent,3950,House,MasterHouse,46535,1150,1932.0,,280.0,4.0,2.0,,,,,Brussels,Avenue du Val d'Or,97.0,,250.0,,125.0,,,676
vbe20988,4.3802878,50.8577534,Rent,480,Appartment,Flat,27646,1030,,Normal,190.0,5.0,2.0,False,,False,Immediately,Brussels,Rue Monrose,23.0,,,,,,,677
vbe24201,4.4139451,50.8344084,Rent,1290,Appartment,Flat,42479,1040,1935.0,Excellent,48.0,1.0,1.0,False,,True,,Brussels,Rue du Collège Saint Michel,0.0,,,10089.0,,,False,678
vbe24774,4.4329851,50.8381484,Rent,3000,Appartment,Flat,28383,1150,2007.0,Excellent,175.0,3.0,2.0,True,16.0,,From 15/07/2026,Brussels,,,,,,,,,679
vbe23005,4.3851987,50.8376782,Rent,1745,Appartment,Flat,46535,1040,,Normal,110.0,2.0,2.0,,,False,,Brussels,Rue du Cornet,75.0,,,,,,,680
rbv89392,4.3333333,50.8,Rent,3750,House,House,48985,1180,1890.0,Excellent,330.0,4.0,1.0,,,,Negotiable,Brussels,,,,,,,,,681
vbe20135,4.3998213,50.8612165,Rent,1300,Appartment,Flat,43157,1030,1965.0,Excellent,95.0,2.0,1.0,True,5.0,False,,Brussels,Avenue des Jardins,54.0,1.0,,,,,False,682
vbe14419,4.4015283,50.8313901,Rent,1750,Appartment,Triplex,40587,1040,,Normal,180.0,2.0,1.0,,4.0,True,,Brussels,Rue Aviateur Thieffry,24.0,,,,145.0,,,683
vbe05855,4.354441,50.8306377,Rent,13500,House,House,39656,1060,1891.0,Excellent,800.0,10.0,9.0,True,45.0,True,Immediately,Brussels,Rue de la Source,91.0,,542.0,229609.0,290.0,,False,684
rbv80017,4.3766927,50.8235717,Rent,1470,Appartment,Flat,48985,1050,1960.0,Normal,108.0,1.0,1.0,True,,True,From 31/07/2026,Brussels,,,,,,,,,685
rbv40072,4.414715,50.800919,Rent,2300,House,House,48985,1170,1960.0,Normal,245.0,4.0,,,,,Immediately,Brussels,,,1.0,150.0,,70.0,,,686
rbv80949,4.3766927,50.8235717,Rent,2700,Appartment,Flat,48985,1050,1960.0,Normal,167.0,2.0,,True,17.0,,Immediately,Brussels,,,,,,,,,687
vbe23309,4.3564455,50.8269761,Rent,1450,Appartment,Flat,46622,1060,,Normal,75.0,1.0,1.0,False,2.0,True,Immediately,Brussels,Rue Tasson-Snel,25.0,,,,,,,688
rbv89934,4.35315,50.84565,Rent,1000,Appartment,Flat,47579,1000,1850.0,Excellent,45.0,1.0,1.0,,,,,Brussels,IMPASSE DE LA POUPÉE,4.0,,,,,,,689
vbd98317,4.399615,50.874464,Rent,950,Appartment,Flat,28156,1140,,,70.0,,1.0,,40.0,,,Brussels,,,,,,,,,690
vbe22538,4.3846785,50.848424,Rent,850,Appartment,FlatStudio,40457,1000,,Normal,25.0,0.0,1.0,True,,,Immediately,Brussels,Avenue de la Brabançonne,18.0,,,,,,,691
vbe13581,4.3402184,50.8301436,Rent,2100,Appartment,Flat,43157,1060,1960.0,Normal,115.0,2.0,2.0,True,20.0,True,,Brussels,,,,,24741.0,,,False,692
vbe09953,4.423892,50.842365,Rent,725,Appartment,Flat,28383,1200,1970.0,Normal,25.0,,1.0,False,,,,Brussels,,,,,,,,,693
vbe18862,4.3784141,50.8572513,Rent,1240,Appartment,Flat,48162,1030,,Excellent,98.0,2.0,1.0,True,,False,,Brussels,Avenue Paul Deschanel,158.0,,,23787.0,,,False,694
vbe24702,4.3523248,50.845105,Rent,1100,Appartment,Flat,43157,1000,2001.0,Excellent,70.0,1.0,1.0,True,,False,,Brussels,Rue de la Violette,35.0,1.0,,,,,False,695
rbv68820,4.3402184,50.8301436,Rent,1700,Appartment,Flat,48985,1060,2011.0,Normal,100.0,2.0,1.0,True,,True,From 19/07/2026,Brussels,,,1.0,,,,,,696
rbv12290,4.3402184,50.8301436,Rent,2500,Appartment,Flat,48985,1060,,,140.0,3.0,1.0,True,3.0,,Immediately,Brussels,,,,,,,,,697
rbv55615,4.34202,50.80815,Rent,3500,House,House,48985,1180,1937.0,Excellent,262.0,3.0,,,,,Immediately,Brussels,AVENUE HENRI PIRENNE,10.0,,,,,,,698
rbv72386,4.3333333,50.8,Rent,2250,Appartment,Flat,48985,1180,1973.0,Normal,145.0,3.0,1.0,True,14.0,,From 30/06/2026,Brussels,,,2.0,,,,,,699
vbe13332,4.3333333,50.8,Rent,1500,Appartment,Flat,43157,1180,2019.0,Normal,79.0,2.0,1.0,True,7.0,False,,Brussels,,,1.0,,3815.0,,,False,700
rbv36629,4.3402184,50.8301436,Rent,5600,House,House,48985,1060,1910.0,Excellent,573.0,6.0,4.0,,,,Negotiable,Brussels,,,1.0,,,,,,701
vbe31983,4.3402184,50.8301436,Rent,1270,Appartment,Flat,43157,1060,1915.0,Normal,82.0,1.0,1.0,False,3.0,False,,Brussels,,,,,14021.0,,,,702
vbe28378,4.42703,50.8176,Rent,1480,Appartment,Flat,33267,1160,2020.0,New,85.0,2.0,1.0,True,5.0,,From 30/06/2026,Brussels,BOULEVARD DU SOUVERAIN,193.0,,,,,,,703
vbe32620,4.3778,50.85666,Rent,1350,Appartment,Flat,46442,1030,1966.0,Normal,116.0,2.0,1.0,,2.0,,Immediately,Brussels,AVENUE PAUL DESCHANEL,203.0,,,,,True,,704
vbe31858,4.3436606,50.8700687,Rent,990,Appartment,Flat,39656,1020,1967.0,Fully renovated,58.0,1.0,1.0,True,2.0,False,Immediately,Brussels,Rue Dieudonné Lefèvre,219.0,,,38155.0,,,,705
rwc42043,4.3406201,50.8111329,Rent,3000,House,House,49245,1180,1917.0,Fully renovated,250.0,5.0,2.0,,11.0,,Negotiable,Brussels,avenue Coghen,88.0,,200.0,,82.0,,,706
vbe31877,4.3357607,50.8319003,Rent,1250,Appartment,Flat,40457,1060,,Normal,76.0,0.0,1.0,True,,,,Brussels,Rue de Danemark,31.0,,,67849.0,,,,707
vbe31876,4.3740968,50.8469654,Rent,1590,Appartment,Duplex,40457,1000,,Normal,100.0,2.0,2.0,False,,True,,Brussels,Rue du Marteau,57.0,,,51780.0,,,,708
vbe31982,4.4140981,50.849598,Rent,1500,Appartment,Flat,42948,1200,,Normal,130.0,3.0,2.0,True,6.0,False,,Brussels,Avenue de Janvier,38.0,,,17759.0,,,,709
vbe31908,4.3674485,50.8628063,Rent,1300,Appartment,Flat,46472,1030,,,,,,,,True,From 18/06/2026,Brussels,Rue de la Marne Schaarbeek,,,,,,False,,710
vbe31872,4.3515499,50.8427501,Rent,1500,Appartment,Flat,29033,1000,1965.0,Excellent,90.0,3.0,1.0,True,4.0,False,,Brussels,,,,,,,,,711
vbe30632,4.42703,50.8176,Rent,1680,Appartment,Flat,33267,1160,2020.0,Excellent,100.0,2.0,1.0,True,26.0,,From 06/09/2026,Brussels,BOULEVARD DU SOUVERAIN,193.0,,,,,,,712
rwc42733,4.401574,50.8495463,Rent,4172,Appartment,Flat,48967,1030,,Excellent,80.0,80.0,1.0,True,,True,From 04/07/2026,Brussels,Boulevard Auguste Reyers,137.0,,,,,,,713
vbe31948,4.3612819,50.8484243,Rent,1050,Appartment,FlatStudio,44760,1000,2023.0,New,34.0,0.0,1.0,True,,False,,Brussels,Rue de ligne,5.0,,,,,,,714
vbe31934,4.3592215,50.8182602,Rent,1500,Appartment,Flat,39290,1050,,,80.0,2.0,1.0,,6.0,,From 08/06/2026,Brussels,Rue Camille Lemonnier,39.0,,,,,,,715
vbe31847,4.373082,50.8216073,Rent,3850,Appartment,GroundFloor,27209,1050,1968.0,Excellent,172.0,3.0,3.0,True,,True,Immediately,Brussels,Rue de Belle-Vue,2.0,,,,160.0,,,716
vbe21306,4.3356138,50.8200164,Rent,2450,Appartment,Flat,46622,1190,,Excellent,151.0,3.0,1.0,False,15.0,,Immediately,Brussels,Avenue Besme,14.0,,,,,,,717
vbe31873,4.3766927,50.8235717,Rent,1090,Appartment,Flat,40044,1050,,,28.0,1.0,1.0,False,,False,From 01/08/2026,Brussels,,,,,,,,,718
vbe31717,4.3898903,50.8306103,Rent,780,House,House,46472,1040,,,,,,,,,From 01/07/2026,Brussels,Chaussée de Wavre Etterbeek,,,20.0,,,,,719
vbe32605,4.4212592,50.8233781,Rent,3250,House,House,43157,1150,1960.0,New,300.0,5.0,4.0,False,,False,,Brussels,Avenue des Merles,43.0,2.0,,60601.0,,,,720
vbe30972,4.399615,50.874464,Rent,1150,Appartment,Flat,29033,1140,1930.0,Excellent,50.0,1.0,1.0,False,,True,Immediately,Brussels,,,,,22886.0,,,,721
vbe31672,4.3638552,50.8362019,Rent,1150,Appartment,Flat,40959,1050,1920.0,,65.0,1.0,1.0,,,,,Brussels,RUE SAINT BONIFACE,30.0,,,,,True,,722
vbe31795,4.435037,50.8122499,Rent,1100,Appartment,Flat,47576,1160,1965.0,Normal,71.0,2.0,1.0,True,2.0,False,,Brussels,Avenue des Frères Goemaere,45.0,,,,,,,723
vbe31713,4.356391,50.861586,Rent,1350,Appartment,Flat,46472,1000,,,,1.0,,,,False,From 17/06/2026,Brussels,Chaussée d'Anvers Brussels,,,,,,False,,724
vbe31706,4.356391,50.861586,Rent,2000,Appartment,Flat,46472,1000,,,,1.0,,,,False,From 02/07/2026,Brussels,Chaussée d'Anvers Brussels,,,,,,False,,725
vbe31646,4.3766927,50.8235717,Rent,1500,Appartment,Flat,27212,1050,1975.0,To be renovated,117.0,2.0,1.0,True,,False,Immediately,Brussels,,,,,,,,,726
vbe00243,4.3470949,50.8497606,Rent,2250,Appartment,Flat,46472,1000,,,,,,,,True,From 02/08/2026,Brussels,Rue Antoine Dansaert Brussels,,,,,,False,,727
vbe31697,4.3333333,50.8,Rent,6500,House,Villa,43065,1180,,Excellent,617.0,5.0,3.0,,,,From 31/07/2026,Brussels,,,1.0,,,,,,728
vbe31786,4.3333333,50.8,Rent,1090,Appartment,Flat,39482,1180,,,45.0,1.0,1.0,,,,From 01/07/2026,Brussels,,,,,,,,,729
vbe31784,4.3333333,50.8,Rent,2950,House,House,39482,1180,,,200.0,5.0,1.0,,15.0,,From 15/07/2026,Brussels,,,,,,,,,731
vbe31768,4.4166624,50.8117478,Rent,1800,Appartment,Flat,46605,1170,1966.0,Normal,103.0,3.0,1.0,True,10.0,False,,Brussels,Avenue des Gerfauts,6.0,,,,,,,732
vbe31792,4.3135594,50.8917782,Rent,1250,Appartment,Flat,44165,1090,2012.0,Normal,80.0,2.0,1.0,True,8.0,False,,Brussels,Avenue du Bourgmestre Etienne Demunter,15.0,,,,,,,733
vbe31675,4.338208,50.87625,Rent,530,House,House,43262,1020,,Normal,140.0,1.0,,False,,True,From 01/09/2026,Brussels,Rue Pannenhuis,14.0,,,,,,,734
vbe31700,4.320125,50.8148542,Rent,2250,Appartment,Flat,46472,1190,,,,,,,,True,From 15/07/2026,Brussels,Place Nelson Mandela Vorst,,,,,,False,,735
vbe31640,4.3949956,50.8345802,Rent,1000,Appartment,Flat,44760,1040,1910.0,Normal,60.0,1.0,1.0,,3.0,False,Immediately,Brussels,Rue des Boers,99.0,,,,,,,736
rbw13319,4.3945221,50.8088294,Rent,1479,Appartment,Flat,49251,1050,,,70.0,,,,,,,Brussels,Avenue du Bois de la Cambre Elsene,,,,,,False,,737
vbe31804,4.3766927,50.8235717,Rent,1145,Appartment,Duplex,27212,1050,,,75.0,2.0,,False,,False,Immediately,Brussels,,,,,,,,,738
vbe31652,4.3665498,50.81725188,Rent,1050,Appartment,Flat,40282,1050,1976.0,,69.0,1.0,1.0,True,11.0,False,Immediately,Brussels,Chaussée de Vleurgat,213.0,,,,,,,739
vbe18779,4.3206174,50.893705,Rent,1200,Appartment,Flat,46472,1090,,,,,,,,True,From 04/08/2026,Brussels,Dikke-Beuklaan Jette,,,,,,False,,740
vbe00818,4.3470949,50.8497606,Rent,2950,Appartment,Flat,46472,1000,,,,,,,,True,From 12/06/2026,Brussels,Rue Antoine Dansaert Brussels,,,,,,False,,741
vbe31408,4.4344625,50.8572454,Rent,2450,Appartment,Flat,40213,1200,2022.0,Excellent,147.0,3.0,,False,63.0,False,From 31/08/2026,Brussels,Avenue Marcel Thiry,160.0,,,,,,,742
vbe10264,4.2836811,50.8274787,Rent,1150,Appartment,Flat,43710,1070,1968.0,,85.0,2.0,,True,13.0,False,,Brussels,Avenue Docteur Lemoine,5.0,,,,,,,743
vbe31243,4.4168966,50.8472258,Rent,1250,Appartment,Flat,27466,1200,1970.0,Fully renovated,99.0,2.0,1.0,True,,False,,Brussels,Avenue Heydenberg,45.0,1.0,,22709.0,,True,,744
rbw12604,4.3988105,50.8029219,Rent,1150,Appartment,Flat,31820,1170,,,81.0,2.0,1.0,False,,False,Immediately,Brussels,Dries,49.0,,,,,,,745
vbe31628,4.3973692,50.798967,Rent,2400,Appartment,Flat,27209,1000,1995.0,Normal,150.0,3.0,2.0,True,12.0,False,,Brussels,Avenue du Pérou,61.0,,,,,,,746
vbe31310,4.3840018,50.8457814,Rent,1000,Appartment,FlatStudio,43162,1000,,New,40.0,1.0,1.0,True,4.0,True,Immediately,Brussels,Rue Archimede,89.0,,,,,,,747
vbe31189,4.3430628,50.8240279,Rent,1200,Appartment,Flat,46472,1060,,,,,,,,True,From 03/09/2026,Brussels,Chaussée d'Alsemberg Sint-Gillis,,,,,,False,,748
vbe31409,4.4318654,50.8557761,Rent,1500,Appartment,Flat,46605,1200,2009.0,Normal,110.0,3.0,2.0,True,31.0,False,,Brussels,Avenue Jean Monnet,7.0,,,22703.0,,,,749
vwd17726,4.377128,50.8736533,Rent,1590,Appartment,Duplex,39111,1030,1900.0,Excellent,150.0,3.0,1.0,,,,From 01/08/2026,Brussels,BOULEVARD LAMBERMONT,60.0,,,,,,,750
vbe31342,4.3904848,50.8650179,Rent,1100,Appartment,Flat,46215,1030,,Normal,50.0,1.0,1.0,True,,True,,Brussels,Allée des Freesias,18.0,,,7319.0,,,,751
